Brand_Name,Phone_Name,Link,Icon
huawei_logo,HUAWEI Ascend P7,https://www.dcfever.com/phones/specification.php?id=2253,../icon/HUAWEI Ascend P7.jpg
huawei_logo,Huawei Ascend G750,https://www.dcfever.com/phones/specification.php?id=2257,../icon/Huawei Ascend G750.jpg
huawei_logo,HUAWEIAscend G6,https://www.dcfever.com/phones/specification.php?id=2254,../icon/HUAWEIAscend G6.jpg
huawei_logo,HUAWEI Honor 3C,https://www.dcfever.com/phones/specification.php?id=2251,../icon/HUAWEI Honor 3C.jpg
huawei_logo,HUAWEI Ascend Mate 2 4G,https://www.dcfever.com/phones/specification.php?id=2215,../icon/HUAWEI Ascend Mate 2 4G.jpg
huawei_logo,HUAWEI G525,https://www.dcfever.com/phones/specification.php?id=2170,../icon/HUAWEI G525.jpg
huawei_logo,Huawei Ascend P1 LTE,https://www.dcfever.com/phones/specification.php?id=2125,../icon/Huawei Ascend P1 LTE.jpg
huawei_logo,Huawei Honor 2,https://www.dcfever.com/phones/specification.php?id=2126,../icon/Huawei Honor 2.jpg
huawei_logo,Huawei Ascend D2,https://www.dcfever.com/phones/specification.php?id=2117,../icon/Huawei Ascend D2.jpg
huawei_logo,Huawei Ascend Mate,https://www.dcfever.com/phones/specification.php?id=2118,../icon/Huawei Ascend Mate.jpg
huawei_logo,HUAWEI Ascend P2,https://www.dcfever.com/phones/specification.php?id=2128,../icon/HUAWEI Ascend P2.jpg
huawei_logo,HUAWEI Ascend P6,https://www.dcfever.com/phones/specification.php?id=2164,../icon/HUAWEI Ascend P6.jpg
huawei_logo,Huawei Ascend P1,https://www.dcfever.com/phones/specification.php?id=2086,../icon/Huawei Ascend P1.jpg
huawei_logo,Huawei Ascend G300,https://www.dcfever.com/phones/specification.php?id=2064,../icon/Huawei Ascend G300.jpg
huawei_logo,Huawei Ascend Y200,https://www.dcfever.com/phones/specification.php?id=2065,../icon/Huawei Ascend Y200.jpg
huawei_logo,Huawai Honor,https://www.dcfever.com/phones/specification.php?id=2049,../icon/Huawai Honor.jpg
huawei_logo,Huawei Ascend D1 quad,https://www.dcfever.com/phones/specification.php?id=2034,../icon/Huawei Ascend D1 quad.jpg
huawei_logo,Huawei Ascend D quad XL,https://www.dcfever.com/phones/specification.php?id=2035,../icon/Huawei Ascend D quad XL.jpg
